Feature,Accuracy,Precision,Recall
"('pho1', 'pho4', 'pro1', 'pro2', 'pro4', 'art2')",0.5231441048034935,0.3111844820470491,0.5941686367218282
"('pho1', 'pho4', 'pro1', 'pro2', 'pro4', 'art3')",0.5146288209606987,0.27998154981549817,0.47832939322301027
"('pho1', 'pho4', 'pro1', 'pro2', 'art1', 'art2')",0.52117903930131,0.31666666666666665,0.6288416075650118
"('pho1', 'pho4', 'pro1', 'pro2', 'art1', 'art3')",0.5152838427947598,0.2876284055381867,0.5074862096138691
"('pho1', 'pho4', 'pro1', 'pro2', 'art1', 'art4')",0.5170305676855895,0.29164825452938575,0.5200945626477541
"('pho1', 'pho4', 'pro1', 'pro2', 'art2', 'art3')",0.5318777292576419,0.3206232062320623,0.6162332545311269
"('pho1', 'pho4', 'pro1', 'pro2', 'art2', 'art4')",0.5307860262008733,0.31371718882303135,0.5839243498817966
"('pho1', 'pho4', 'pro1', 'pro2', 'art3', 'art4')",0.5126637554585153,0.2830103650292925,0.49487785657998423
"('pho1', 'pho4', 'pro1', 'pro3', 'pro4', 'art1')",0.5135371179039301,0.28115015974440893,0.4854215918045705
"('pho1', 'pho4', 'pro1', 'pro3', 'pro4', 'art2')",0.5307860262008733,0.3130841121495327,0.5807722616233254
"('pho1', 'pho4', 'pro1', 'pro3', 'pro4', 'art3')",0.5275109170305677,0.2919572291957229,0.49487785657998423
"('pho1', 'pho4', 'pro1', 'pro3', 'art1', 'art2')",0.5390829694323144,0.32913961038961037,0.6390858944050434
"('pho1', 'pho4', 'pro1', 'pro3', 'art1', 'art3')",0.5181222707423581,0.29871244635193134,0.5484633569739953
"('pho1', 'pho4', 'pro1', 'pro3', 'art1', 'art4')",0.5093886462882096,0.29138225255972694,0.5382190701339638
"('pho1', 'pho4', 'pro1', 'pro3', 'art2', 'art3')",0.5375545851528384,0.3248039620305406,0.6201733648542159
"('pho1', 'pho4', 'pro1', 'pro3', 'art2', 'art4')",0.5292576419213973,0.3134202776609171,0.5870764381402679
"('pho1', 'pho4', 'pro1', 'pro3', 'art3', 'art4')",0.5058951965065502,0.28372497824194953,0.5137903861308116
"('pho1', 'pho4', 'pro1', 'pro4', 'art1', 'art2')",0.5312227074235808,0.32008196721311477,0.6154452324665091
"('pho1', 'pho4', 'pro1', 'pro4', 'art1', 'art3')",0.5290393013100436,0.29463459759481964,0.5019700551615445
"('pho1', 'pho4', 'pro1', 'pro4', 'art1', 'art4')",0.5244541484716158,0.29256047466910085,0.5051221434200157
"('pho1', 'pho4', 'pro1', 'pro4', 'art2', 'art3')",0.5366812227074236,0.32221759066277617,0.6091410559495666
"('pho1', 'pho4', 'pro1', 'pro4', 'art2', 'art4')",0.5320960698689956,0.3106585788561525,0.5650118203309693
"('pho1', 'pho4', 'pro1', 'pro4', 'art3', 'art4')",0.5102620087336245,0.2786363636363636,0.4830575256107171
"('pho1', 'pho4', 'pro1', 'art1', 'art2', 'art3')",0.525764192139738,0.3242506811989101,0.6564223798266351
"('pho1', 'pho4', 'pro1', 'art1', 'art2', 'art4')",0.5377729257641921,0.32665576451349143,0.6296296296296297
"('pho1', 'pho4', 'pro1', 'art1', 'art3', 'art4')",0.5146288209606987,0.2887511071744907,0.5137903861308116
"('pho1', 'pho4', 'pro1', 'art2', 'art3', 'art4')",0.5447598253275109,0.3227628149435274,0.5855003940110323
"('pho1', 'pho4', 'pro2', 'pro3', 'pro4', 'art2')",0.503056768558952,0.3026264210113681,0.6083530338849488
"('pho1', 'pho4', 'pro2', 'pro3', 'pro4', 'art3')",0.5037117903930131,0.27846425419240955,0.49724192277383766
"('pho1', 'pho4', 'pro2', 'pro3', 'art1', 'art2')",0.5124454148471616,0.32187730968218775,0.6863672182821119
"('pho1', 'pho4', 'pro2', 'pro3', 'art2', 'art3')",0.5194323144104803,0.32035466461063994,0.6548463356973995
"('pho1', 'pho4', 'pro2', 'pro3', 'art2', 'art4')",0.5213973799126638,0.30921868540719305,0.5894405043341213
"('pho1', 'pho4', 'pro2', 'pro4', 'art1', 'art2')",0.5185589519650655,0.3187451587916344,0.6485421591804571
"('pho1', 'pho4', 'pro2', 'pro4', 'art1', 'art3')",0.5085152838427948,0.2833186231244484,0.5059101654846335
"('pho1', 'pho4', 'pro2', 'pro4', 'art1', 'art4')",0.5058951965065502,0.2791111111111111,0.49487785657998423
"('pho1', 'pho4', 'pro2', 'pro4', 'art2', 'art3')",0.522707423580786,0.3141467369274422,0.6107171000788022
"('pho1', 'pho4', 'pro2', 'pro4', 'art2', 'art4')",0.522707423580786,0.3077568134171908,0.578408195429472
"('pho1', 'pho4', 'pro2', 'pro4', 'art3', 'art4')",0.5093886462882096,0.27486187845303867,0.47044917257683216
"('pho1', 'pho4', 'pro2', 'art1', 'art2', 'art3')",0.5137554585152838,0.32543731778425655,0.7037037037037037
"('pho1', 'pho4', 'pro2', 'art1', 'art2', 'art4')",0.5314410480349345,0.3246701319472211,0.6398739164696612
"('pho1', 'pho4', 'pro2', 'art1', 'art3', 'art4')",0.5074235807860262,0.28700906344410876,0.5240346729708432
"('pho1', 'pho4', 'pro2', 'art2', 'art3', 'art4')",0.5320960698689956,0.3159224936815501,0.5910165484633569
"('pho1', 'pho4', 'pro3', 'pro4', 'art1', 'art2')",0.515938864628821,0.3157076205287714,0.6398739164696612
"('pho1', 'pho4', 'pro3', 'pro4', 'art1', 'art3')",0.5102620087336245,0.28355555555555556,0.5027580772261623
"('pho1', 'pho4', 'pro3', 'pro4', 'art2', 'art3')",0.5246724890829695,0.3145424836601307,0.6067769897557131
"('pho1', 'pho4', 'pro3', 'pro4', 'art2', 'art4')",0.5203056768558952,0.30322307039864294,0.5634357762017337
"('pho1', 'pho4', 'pro3', 'pro4', 'art3', 'art4')",0.5043668122270742,0.27545984746523106,0.4838455476753349
"('pho1', 'pho4', 'pro3', 'art1', 'art2', 'art3')",0.5200873362445415,0.3276437847866419,0.6958234830575256
"('pho1', 'pho4', 'pro3', 'art1', 'art2', 'art4')",0.5320960698689956,0.3252,0.640661938534279
"('pho1', 'pho4', 'pro3', 'art1', 'art3', 'art4')",0.5080786026200873,0.2890222984562607,0.5311268715524035
"('pho1', 'pho4', 'pro3', 'art2', 'art3', 'art4')",0.534061135371179,0.31774125579435314,0.5941686367218282
"('pho1', 'pho4', 'pro4', 'art1', 'art2', 'art3')",0.5170305676855895,0.3166083236094905,0.6414499605988968
"('pho1', 'pho4', 'pro4', 'art1', 'art2', 'art4')",0.534061135371179,0.32105916425320646,0.61150512214342
"('pho1', 'pho4', 'pro4', 'art1', 'art3', 'art4')",0.5109170305676856,0.279418446160836,0.4846335697399527
"('pho1', 'pho4', 'pro4', 'art2', 'art3', 'art4')",0.5277292576419214,0.30446194225721784,0.5484633569739953
"('pho1', 'pho4', 'art1', 'art2', 'art3', 'art4')",0.5364628820960698,0.32571428571428573,0.6288416075650118
"('pho1', 'pro1', 'pro2', 'pro4', 'art1', 'art3')",0.5078602620087336,0.27439303710490154,0.4720252167060678
"('pho1', 'pro1', 'pro2', 'pro4', 'art1', 'art4')",0.5010917030567685,0.2744227353463588,0.48699763593380613
"('pho1', 'pro1', 'pro2', 'art1', 'art3', 'art4')",0.505240174672489,0.27834593152512227,0.4933018124507486
"('pho1', 'pro1', 'pro2', 'art2', 'art3', 'art4')",0.5032751091703057,0.3021243115656963,0.6052009456264775
"('pho1', 'pro1', 'pro3', 'pro4', 'art1', 'art3')",0.5010917030567685,0.2800865800865801,0.5098502758077226
"('pho1', 'pro1', 'pro3', 'pro4', 'art2', 'art3')",0.50764192139738,0.3083203732503888,0.6249014972419228
"('pho1', 'pro1', 'pro3', 'pro4', 'art2', 'art4')",0.5043668122270742,0.29859154929577464,0.5847123719464145
"('pho1', 'pro1', 'pro3', 'art1', 'art2', 'art4')",0.5021834061135371,0.3103189493433396,0.6516942474389283
"('pho1', 'pro1', 'pro3', 'art2', 'art3', 'art4')",0.5056768558951965,0.30467216332940716,0.61150512214342
"('pho1', 'pro1', 'pro4', 'art1', 'art2', 'art4')",0.5100436681222708,0.30919765166340507,0.6225374310480694
"('pho1', 'pro1', 'pro4', 'art1', 'art3', 'art4')",0.5021834061135371,0.2778021978021978,0.4980299448384555
"('pho1', 'pro1', 'pro4', 'art2', 'art3', 'art4')",0.5148471615720523,0.3023641642472003,0.574468085106383
"('pho1', 'pro1', 'art1', 'art2', 'art3', 'art4')",0.506768558951965,0.3110687022900763,0.6422379826635146
"('pho1', 'pro2', 'pro3', 'pro4', 'art2', 'art4')",0.5008733624454148,0.2974910394265233,0.5886524822695035
"('pho1', 'pro2', 'pro4', 'art1', 'art2', 'art4')",0.506113537117904,0.3024273776362913,0.598896769109535
"('pho1', 'pro2', 'pro4', 'art1', 'art3', 'art4')",0.5043668122270742,0.2715654952076677,0.46887312844759654
"('pho1', 'pro2', 'pro4', 'art2', 'art3', 'art4')",0.5056768558951965,0.2994760177347844,0.5855003940110323
"('pho1', 'pro2', 'art1', 'art2', 'art3', 'art4')",0.5010917030567685,0.3091660405709992,0.6485421591804571
"('pho1', 'pro3', 'pro4', 'art1', 'art2', 'art4')",0.5004366812227075,0.30151928320997273,0.6099290780141844
"('pho1', 'pro3', 'pro4', 'art2', 'art3', 'art4')",0.5013100436681223,0.29243353783231085,0.5634357762017337
"('pho1', 'pro3', 'art1', 'art2', 'art3', 'art4')",0.5013100436681223,0.30985387785687524,0.6516942474389283
"('pho1', 'pro4', 'art1', 'art2', 'art3', 'art4')",0.5106986899563318,0.30729579698651865,0.6107171000788022
"('pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'art2')",0.5017467248908297,0.3098009763424709,0.6501182033096927
"('pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'pro4')",0.5002183406113537,0.2860738255033557,0.5374310480693459
"('pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art1')",0.5183406113537118,0.30223723089911353,0.5642237982663515
"('pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art2')",0.5106986899563318,0.32,0.6808510638297872
"('pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art3')",0.524235807860262,0.3108894430590191,0.5894405043341213
"('pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art2')",0.5176855895196506,0.31496062992125984,0.6304176516942475
"('pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art3')",0.5115720524017467,0.2938671209540034,0.5437352245862884
"('pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art2')",0.5026200873362445,0.319240415621641,0.7021276595744681
"('pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art3')",0.514410480349345,0.30644507498986623,0.5957446808510638
"('pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art4')",0.5056768558951965,0.2813186813186813,0.5043341213553979
"('pho2', 'pho3', 'pho4', 'pro1', 'art2', 'art3')",0.5165938864628821,0.32415333085225156,0.6863672182821119
"('pho2', 'pho3', 'pho4', 'pro1', 'art2', 'art4')",0.514410480349345,0.30565730565730564,0.5918045705279747
"('pho2', 'pho3', 'pho4', 'pro2', 'art1', 'art3')",0.5032751091703057,0.29799196787148596,0.5847123719464145
"('pho2', 'pho3', 'pho4', 'pro2', 'art2', 'art3')",0.5002183406113537,0.315884476534296,0.6895193065405831
"('pho2', 'pho3', 'pho4', 'pro2', 'art2', 'art4')",0.5100436681222708,0.30829728666928824,0.6178092986603625
"('pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art2')",0.5034934497816594,0.30710172744721687,0.6304176516942475
"('pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art3')",0.5072052401746725,0.28352322524101664,0.5098502758077226
"('pho2', 'pho3', 'pho4', 'pro3', 'art1', 'art2')",0.5056768558951965,0.3221308544869503,0.7100078802206462
"('pho2', 'pho3', 'pho4', 'pro3', 'art1', 'art3')",0.5165938864628821,0.31242556570067487,0.6201733648542159
"('pho2', 'pho3', 'pho4', 'pro3', 'art2', 'art3')",0.505240174672489,0.31839708561020036,0.6887312844759653
"('pho2', 'pho3', 'pho4', 'pro3', 'art2', 'art4')",0.5080786026200873,0.3022508038585209,0.5925925925925926
"('pho2', 'pho3', 'pho4', 'pro4', 'art1', 'art2')",0.508296943231441,0.31103421760861205,0.6375098502758078
"('pho2', 'pho3', 'pho4', 'pro4', 'art1', 'art3')",0.503056768558952,0.2890657729367407,0.5437352245862884
"('pho2', 'pho3', 'pho4', 'pro4', 'art1', 'art4')",0.5004366812227075,0.27183161665920286,0.47832939322301027
"('pho2', 'pho3', 'pho4', 'pro4', 'art2', 'art3')",0.5058951965065502,0.3098699311400153,0.6382978723404256
"('pho2', 'pho3', 'pho4', 'pro4', 'art2', 'art4')",0.5106986899563318,0.29983525535420097,0.5736800630417652
"('pho2', 'pho3', 'pho4', 'art1', 'art2', 'art3')",0.5006550218340612,0.3215287517531557,0.7226162332545312
"('pho2', 'pho3', 'pho4', 'art1', 'art2', 'art4')",0.5150655021834061,0.31347962382445144,0.6304176516942475
"('pho2', 'pho3', 'pho4', 'art2', 'art3', 'art4')",0.512882096069869,0.30526315789473685,0.5941686367218282
"('pho2', 'pho3', 'pro1', 'pro3', 'art1', 'art3')",0.5262008733624454,0.29734592892487627,0.5208825847123719
"('pho2', 'pho3', 'pro1', 'pro4', 'art2', 'art4')",0.5002183406113537,0.2961630695443645,0.5839243498817966
"('pho2', 'pho3', 'pro1', 'art1', 'art3', 'art4')",0.5065502183406113,0.28521889900303427,0.5185185185185185
"('pho2', 'pho3', 'pro2', 'art2', 'art3', 'art4')",0.5034934497816594,0.30973116243847026,0.644602048857368
"('pho2', 'pho3', 'pro4', 'art2', 'art3', 'art4')",0.5078602620087336,0.302921168467387,0.5965327029156816
"('pho2', 'pho4', 'pro1', 'pro2', 'art2', 'art3')",0.5006550218340612,0.3103576751117735,0.6564223798266351
"('pho2', 'pho4', 'pro1', 'pro2', 'art2', 'art4')",0.5080786026200873,0.3003246753246753,0.5831363278171788
"('pho2', 'pho4', 'pro1', 'pro3', 'pro4', 'art2')",0.5069868995633188,0.3025948103792415,0.5973207249802994
"('pho2', 'pho4', 'pro1', 'pro3', 'pro4', 'art3')",0.5063318777292577,0.28188214599824096,0.5051221434200157
"('pho2', 'pho4', 'pro1', 'pro3', 'art1', 'art2')",0.5034934497816594,0.3176043557168784,0.6895193065405831
"('pho2', 'pho4', 'pro1', 'pro3', 'art1', 'art3')",0.5176855895196506,0.3065843621399177,0.5870764381402679
"('pho2', 'pho4', 'pro1', 'pro3', 'art2', 'art3')",0.5117903930131005,0.31911709689487466,0.6721828211189913
"('pho2', 'pho4', 'pro1', 'pro3', 'art2', 'art4')",0.5131004366812227,0.3010351966873706,0.5728920409771474
"('pho2', 'pho4', 'pro1', 'pro4', 'art1', 'art2')",0.506113537117904,0.30984297204136346,0.6375098502758078
"('pho2', 'pho4', 'pro1', 'pro4', 'art1', 'art3')",0.505240174672489,0.28921775898520086,0.5390070921985816
"('pho2', 'pho4', 'pro1', 'pro4', 'art1', 'art4')",0.5026200873362445,0.27325842696629216,0.4791174152876281
"('pho2', 'pho4', 'pro1', 'pro4', 'art2', 'art3')",0.512882096069869,0.3139984532095901,0.6398739164696612
"('pho2', 'pho4', 'pro1', 'pro4', 'art2', 'art4')",0.5155021834061135,0.29838709677419356,0.55397951142632
"('pho2', 'pho4', 'pro1', 'art1', 'art2', 'art3')",0.5006550218340612,0.31795422031473536,0.7005516154452325
"('pho2', 'pho4', 'pro1', 'art1', 'art2', 'art4')",0.5146288209606987,0.30735056542810985,0.5996847911741529
"('pho2', 'pho4', 'pro1', 'art1', 'art3', 'art4')",0.5085152838427948,0.28389084507042256,0.508274231678487
"('pho2', 'pho4', 'pro1', 'art2', 'art3', 'art4')",0.5200873362445415,0.30669995838535163,0.5807722616233254
"('pho2', 'pho4', 'pro2', 'pro3', 'art2', 'art4')",0.5050218340611353,0.3026107594936709,0.6028368794326241
"('pho2', 'pho4', 'pro2', 'pro4', 'art2', 'art3')",0.5021834061135371,0.3103189493433396,0.6516942474389283
"('pho2', 'pho4', 'pro2', 'pro4', 'art2', 'art4')",0.5069868995633188,0.2982456140350877,0.5760441292356187
"('pho2', 'pho4', 'pro2', 'art1', 'art2', 'art4')",0.5041484716157205,0.3084862385321101,0.6359338061465721
"('pho2', 'pho4', 'pro2', 'art2', 'art3', 'art4')",0.5126637554585153,0.30418869459129727,0.5894405043341213
"('pho2', 'pho4', 'pro3', 'pro4', 'art2', 'art3')",0.501528384279476,0.306044376434583,0.6304176516942475
"('pho2', 'pho4', 'pro3', 'pro4', 'art2', 'art4')",0.5074235807860262,0.29428928720300124,0.5563435776201734
"('pho2', 'pho4', 'pro3', 'art1', 'art2', 'art3')",0.5019650655021834,0.3219563687543983,0.7210401891252955
"('pho2', 'pho4', 'pro3', 'art1', 'art2', 'art4')",0.5074235807860262,0.30532544378698223,0.6099290780141844
"('pho2', 'pho4', 'pro3', 'art2', 'art3', 'art4')",0.5126637554585153,0.30338913842384646,0.5855003940110323
"('pho2', 'pho4', 'pro4', 'art1', 'art2', 'art4')",0.5096069868995633,0.3027856277755349,0.5910165484633569
"('pho2', 'pho4', 'pro4', 'art2', 'art3', 'art4')",0.5093886462882096,0.2948825503355705,0.55397951142632
"('pho2', 'pho4', 'art1', 'art2', 'art3', 'art4')",0.5192139737991266,0.3105968331303289,0.6028368794326241
"('pho2', 'pro1', 'pro4', 'art2', 'art3', 'art4')",0.5050218340611353,0.30103668261563,0.594956658786446
"('pho2', 'pro2', 'pro4', 'art2', 'art3', 'art4')",0.503056768558952,0.2998011928429423,0.5941686367218282
"('pho3', 'pho4', 'pro1', 'pro2', 'art2', 'art4')",0.509170305676856,0.305057745917961,0.6036249014972419
"('pho3', 'pho4', 'pro1', 'pro3', 'pro4', 'art3')",0.5019650655021834,0.28541136556403734,0.5303388494877856
"('pho3', 'pho4', 'pro1', 'pro3', 'art2', 'art3')",0.5010917030567685,0.31660649819494585,0.6910953506698188
"('pho3', 'pho4', 'pro1', 'pro3', 'art2', 'art4')",0.503056768558952,0.2998011928429423,0.5941686367218282
"('pho3', 'pho4', 'pro1', 'pro4', 'art1', 'art2')",0.504585152838428,0.3095963442498096,0.640661938534279
"('pho3', 'pho4', 'pro1', 'pro4', 'art1', 'art4')",0.5010917030567685,0.2781659388646288,0.5019700551615445
"('pho3', 'pho4', 'pro1', 'pro4', 'art2', 'art3')",0.5004366812227075,0.3083866115080858,0.6461780929866037
"('pho3', 'pho4', 'pro1', 'pro4', 'art2', 'art4')",0.5104803493449782,0.2975447357469829,0.5634357762017337
"('pho3', 'pho4', 'pro1', 'art1', 'art2', 'art4')",0.5039301310043668,0.30599613152804644,0.6233254531126872
"('pho3', 'pho4', 'pro1', 'art1', 'art3', 'art4')",0.5065502183406113,0.28761251607372484,0.52876280535855
"('pho3', 'pho4', 'pro1', 'art2', 'art3', 'art4')",0.5139737991266375,0.3060397243615728,0.594956658786446
"('pho3', 'pho4', 'pro2', 'art2', 'art3', 'art4')",0.506768558951965,0.30465666929755325,0.6083530338849488
"('pho3', 'pho4', 'pro3', 'art2', 'art3', 'art4')",0.5026200873362445,0.302234417875343,0.607565011820331
"('pho3', 'pho4', 'pro4', 'art1', 'art2', 'art4')",0.505240174672489,0.303508080409933,0.6067769897557131
"('pho3', 'pho4', 'pro4', 'art2', 'art3', 'art4')",0.5065502183406113,0.29516329061595703,0.5626477541371159
"('pho3', 'pho4', 'art1', 'art2', 'art3', 'art4')",0.509825327510917,0.3115830115830116,0.6359338061465721
"('pho3', 'pro1', 'pro4', 'art2', 'art3', 'art4')",0.5004366812227075,0.29562775772162053,0.5807722616233254
"('pho4', 'pro1', 'pro2', 'pro4', 'art2', 'art4')",0.508296943231441,0.29930583911800734,0.5776201733648542
"('pho4', 'pro1', 'pro2', 'art1', 'art2', 'art4')",0.5017467248908297,0.30330097087378644,0.6154452324665091
"('pho4', 'pro1', 'pro2', 'art2', 'art3', 'art4')",0.5111353711790393,0.30300568643379366,0.5878644602048857
"('pho4', 'pro1', 'pro3', 'pro4', 'art2', 'art3')",0.5013100436681223,0.30681385610963074,0.6351457840819543
"('pho4', 'pro1', 'pro3', 'pro4', 'art2', 'art4')",0.5050218340611353,0.29260182876142976,0.5547675334909378
"('pho4', 'pro1', 'pro3', 'art1', 'art2', 'art4')",0.5032751091703057,0.30518977536793185,0.6209613869188337
"('pho4', 'pro1', 'pro3', 'art1', 'art3', 'art4')",0.5096069868995633,0.29239269018274544,0.5421591804570528
"('pho4', 'pro1', 'pro3', 'art2', 'art3', 'art4')",0.512882096069869,0.3055780113177041,0.5957446808510638
"('pho4', 'pro1', 'pro4', 'art1', 'art2', 'art4')",0.5089519650655022,0.3,0.5791962174940898
"('pho4', 'pro1', 'pro4', 'art1', 'art3', 'art4')",0.5096069868995633,0.2848965213562307,0.5098502758077226
"('pho4', 'pro1', 'pro4', 'art2', 'art3', 'art4')",0.5102620087336245,0.294167371090448,0.5484633569739953
"('pho4', 'pro1', 'art1', 'art2', 'art3', 'art4')",0.508296943231441,0.30457256461232607,0.6036249014972419
"('pho4', 'pro2', 'pro3', 'art2', 'art3', 'art4')",0.5065502183406113,0.30187924830067975,0.594956658786446
"('pho4', 'pro2', 'pro4', 'art2', 'art3', 'art4')",0.5056768558951965,0.29313929313929316,0.5555555555555556
"('pho4', 'pro2', 'art1', 'art2', 'art3', 'art4')",0.508296943231441,0.31001159644375725,0.6319936958234831
"('pho4', 'pro3', 'art1', 'art2', 'art3', 'art4')",0.5008733624454148,0.304648482520169,0.6249014972419228
"('pho4', 'pro4', 'art1', 'art2', 'art3', 'art4')",0.50764192139738,0.30248397435897434,0.594956658786446
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'pro3')",0.5010917030567685,0.281786941580756,0.5169424743892829
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'pro4')",0.5104803493449782,0.2827154979901742,0.4988179669030733
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'art1')",0.512882096069869,0.2908695652173913,0.5271867612293144
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'art2')",0.5279475982532751,0.31587628865979384,0.6036249014972419
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'art3')",0.5050218340611353,0.285099052540913,0.5216706067769897
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro2', 'art4')",0.501528384279476,0.2762577228596646,0.4933018124507486
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'pro4')",0.5137554585152838,0.2834538878842676,0.4940898345153664
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art1')",0.5268558951965066,0.2975653742110009,0.5200945626477541
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art2')",0.5262008733624454,0.3158970167552105,0.6091410559495666
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art3')",0.5187772925764192,0.29396209784045835,0.5256107171000788
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro3', 'art4')",0.5048034934497817,0.27966475518306133,0.4996059889676911
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art1')",0.5209606986899563,0.2928795342588446,0.5153664302600472
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art2')",0.5320960698689956,0.31561181434599156,0.5894405043341213
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art3')",0.5279475982532751,0.2967683204369595,0.5137903861308116
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'pro4', 'art4')",0.5126637554585153,0.2818305391934753,0.49014972419227737
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art2')",0.5292576419213973,0.32365805168986084,0.6414499605988968
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art3')",0.5200873362445415,0.29600351339481773,0.5311268715524035
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art1', 'art4')",0.5183406113537118,0.28714220808723306,0.4980299448384555
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art2', 'art3')",0.534061135371179,0.32267322673226734,0.6201733648542159
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art2', 'art4')",0.5344978165938865,0.3140887548470487,0.574468085106383
"('pho1', 'pho2', 'pho3', 'pho4', 'pro1', 'art3', 'art4')",0.5155021834061135,0.2871863799283154,0.5051221434200157
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro3', 'pro4')",0.5039301310043668,0.27936647602287723,0.5003940110323088
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro3', 'art1')",0.5126637554585153,0.2948444823178526,0.545311268715524
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro3', 'art2')",0.519650655021834,0.31593515223408464,0.6296296296296297
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro3', 'art3')",0.5100436681222708,0.2926414291790727,0.5421591804570528
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro3', 'art4')",0.5026200873362445,0.2764731945059814,0.491725768321513
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro4', 'art1')",0.5102620087336245,0.2888117953165655,0.524822695035461
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro4', 'art2')",0.5229257641921398,0.31382113821138213,0.6083530338849488
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro4', 'art3')",0.518995633187773,0.28906955736224027,0.5043341213553979
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'pro4', 'art4')",0.5109170305676856,0.2780064014631916,0.4791174152876281
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art1', 'art2')",0.5264192139737991,0.3259860788863109,0.6643026004728132
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art1', 'art3')",0.5231441048034935,0.3003055434308162,0.5421591804570528
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art1', 'art4')",0.5124454148471616,0.28766519823788544,0.5145784081954294
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art2', 'art3')",0.530349344978166,0.32303370786516855,0.6343577620173365
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art2', 'art4')",0.5314410480349345,0.31395842172252864,0.5831363278171788
"('pho1', 'pho2', 'pho3', 'pho4', 'pro2', 'art3', 'art4')",0.5122270742358078,0.28507795100222716,0.5043341213553979
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art1')",0.5187772925764192,0.28798185941043086,0.5003940110323088
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art2')",0.5233624454148471,0.3100581878636742,0.5878644602048857
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art3')",0.5220524017467248,0.2880184331797235,0.4925137903861308
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'pro4', 'art4')",0.50764192139738,0.272181146025878,0.4641449960598897
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'art1', 'art2')",0.5270742358078603,0.3240486465280502,0.6509062253743105
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'art1', 'art3')",0.5338427947598253,0.3066964285714286,0.541371158392435
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'art1', 'art4')",0.5146288209606987,0.2860986547085202,0.5027580772261623
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'art2', 'art3')",0.5353711790393013,0.32604293236127985,0.6343577620173365
"('pho1', 'pho2', 'pho3', 'pho4', 'pro3', 'art2', 'art4')",0.5299126637554585,0.31239388794567063,0.5799842395587076
