,PCA1,PCA2,PCA3,PCA4
0,-0.9145221192070442,0.2643918320581724,1.8472323714476402,0.43106439647938105
1,-1.5226883683035077,4.2608323833640585,-2.5617935247448185,0.26519681941254636
2,-1.2857858827734188,2.3014532997679584,-0.9326572281155424,1.352581069465748
3,-1.7515905937784844,1.3048766370891787,-0.1496140998995007,-0.3100132825952284
4,-0.5107006583920233,2.197447455914089,0.5560900799198609,-0.43698107461100977
5,-2.451878784955182,2.8941749841239943,-1.069385702688523,1.3081406829517512
6,-0.23490905893876984,0.9837045529774521,-1.2097198567795198,-0.5300656829662507
7,-2.1775736887356296,0.06803982338843917,0.010749070897891079,0.09236891549667196
8,-0.8430399129660272,6.299920463359165,0.3765485200116321,-0.817974368372533
9,-2.5713495243811693,0.046875101495104265,-0.0843207297484219,0.7361400738378167
10,-1.8352004977600815,1.3629285328863403,-1.3060881657163037,-1.0916582247151194
11,-1.3525415355939157,-0.3110079141140345,-0.05674129191073032,0.3721839583964578
12,-0.7800470998960684,3.6093424700851835,0.7408285332983982,0.9776714811273057
13,-0.9209079986153665,0.4416811110741705,-1.38399378886715,-1.0150732299131142
14,0.8399336408080804,1.0780680607642918,0.8620579901238964,0.2811023045821997
15,-2.289626033423151,4.214831871714152,5.499414876740634,2.757995512460544
16,1.0411015196552549,-0.06161171557012824,0.7082589468552658,-1.3462261141172631
17,-1.1272444213113444,1.2429700415837386,-1.341222273080178,-1.466138053042254
18,-2.6770607538830467,1.500668870174034,-0.8509585792721078,-0.3980540691514258
19,-1.790549530493892,2.592400490889732,-1.384447697529127,-0.8422374224629511
20,0.03573428821216904,4.17747457464878,5.6563199109454505,3.4646331156430876
21,-0.5650707633557622,0.9197377571571083,-1.3708245072077103,0.5012997536718237
22,-2.2002317487488057,1.9071276086640916,-0.8893070659976604,-0.3412399009178912
23,-0.6770171861370324,3.278518396978856,3.1142162671122806,0.8084775500930169
24,-0.9225964496003631,4.393412943968,-0.7808785819479905,-0.38564273041231156
