,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7
0,-0.34142141874699344,3.7149828727231258,1.6107815752760644,0.2577856017194484,-1.6584426902703346,-1.42152489959156,-3.0756154312878454
1,-8.47136855282234,9.837467495681894,1.4912394846403845,1.8166961649963111,-0.014503329484216046,-1.8098477062854252,0.541950773691435
2,-5.993690611142792,9.331194431532738,2.69513537596338,1.2217353257596377,-2.323966770734415,1.1668514904852425,0.35685652237356047
3,6.210828753349961,8.599816981082277,3.3836369492387504,-1.3269662071822124,-2.5832881266315764,-1.606402596223247,-1.034983533520202
4,4.544794180360966,5.133944150787061,2.050825140744984,0.7254694453272141,-1.101084262863547,2.3020231727080076,-5.571868331356665
5,-4.596954024167239,10.652289910609896,1.6675889112413582,1.7824996508956477,0.6517880705389761,3.5544017427820562,-2.749450646056129
6,3.401463548139462,6.666986783855053,1.0390245415184198,-0.028078928678445886,-0.9165967616041918,0.7003417926010593,-0.9451772091556564
7,-0.3138883714191496,3.737828782976499,3.5910795968578815,2.9482985600600666,-1.176977076131839,-0.25060049003248597,0.4628482356649249
8,5.022690847832251,5.629030884229987,1.6213389595851904,0.07922539076983443,-1.7246194517123254,-2.6631653143610095,-0.8144466443889136
9,-5.803947563220984,8.81432019798455,0.06626222407932922,0.4531114687595242,-0.07991245748539179,0.2991426878459499,-2.9207993913179795
10,4.705502800934801,5.204882451557796,3.039071232819503,1.9347272882882405,-1.2298762113018171,-0.3003890194546492,-0.03024168216043299
11,-2.259578567938498,4.4755714422274355,4.877107644273913,5.573903919812571,-3.170961416538968,-1.0788002196605482,-1.5087048793796498
12,-3.3177285661554605,10.609992670868833,2.871605427412751,0.5089116018540224,-2.521562991572278,-2.403867084840988,-1.6330722301884177
13,0.2770807159948314,2.471009785552539,5.064977131220459,4.7855394871772505,-0.8518030038146841,-1.0445351228431332,-2.1908294323027078
14,2.3742921537657624,3.760785415674151,2.5872810716559185,0.5651281808337997,-2.6878092417733876,-2.0785198324927405,-1.550946667296392
15,2.012790669802375,6.933382996224548,1.4216061608983972,2.236697029565773,-1.9403315643966692,0.1634154555872165,0.06580272641686093
16,4.096617180365371,4.028597262662751,1.808870665992849,1.0159724228266123,-0.685085502581062,-0.11054051315400683,-0.9272518565845272
17,4.334976728102574,3.903067675059158,0.3914352654711794,2.889508394765722,-2.3697254043291043,-2.383311086878628,-2.9059476258480776
18,-10.98933160526794,11.019247109402523,2.853932138342289,0.7405277931882621,-3.511056616564889,-1.0262703383193523,-1.5058253487311526
19,-4.532993587024536,12.754569301328386,0.9630981260414251,0.008448708955798018,-1.0567456809686178,1.2808939825342043,-1.5744918393463936
20,19.815724546371257,5.404239361140426,1.3107865567502108,-3.140203744092985,-0.5294228549476306,2.8970999871073144,-3.4276946470195817
21,10.975038780053751,4.415331954579907,0.5707931175835808,-1.1225651253850437,-0.6450571053184552,0.9728658043929217,-3.360529133562732
22,3.887323044047949,10.47561867717706,2.3605333300334235,1.7060869113176538,-1.0989247819314658,4.075421585150722,-3.2766836005180795
23,-7.731932910181704,12.185498022567407,-4.0158064753905665,0.3628194301146961,1.053111611039512,1.1008038058547043,0.7044495956892376
24,-1.3286995262550503,7.715657129870822,1.9949345410120913,0.1377143306025574,-1.8077152071101328,1.785577425244799,-2.6921900408518935
25,5.756733656828669,4.0710433145634335,4.678127479899302,3.238905041495583,-1.05503931423325,-1.6168588591666393,-3.8356880507642273
26,1.2200815409827028,-2.9454145134507757,6.333721288033778,0.1444960341926963,-2.0675605013960126,-0.06476819320201063,-2.3151890394528567
27,-0.5158988936309709,1.7028690379471056,6.523378670943832,-1.4261874415833227,-0.6435251851923107,1.496969371513999,-1.184830560942456
28,1.9571789854468964,-0.12079308190357277,6.7226256162538265,-0.39734918705494976,-0.26924342828099546,0.045069960392805426,-1.0361617867194963
